Day,Title,TitleFa,GrammarFocus,GrammarFocusFa,LessonLevel,SentenceId,Role,GermanText,Translation,TranslationFa,SentenceLevel
23,Yes/No Questions,سوالات بله/خیر,Verb-first question formation,ساختار سوالی با فعل در ابتدا,A1,11,received,Gefällt Ihnen Berlin?,Do you like Berlin?,برلین را دوست دارید؟,A1
23,Yes/No Questions,سوالات بله/خیر,Verb-first question formation,ساختار سوالی با فعل در ابتدا,A1,12,sent,"Ja, Berlin gefällt mir sehr gut!","Yes, I like Berlin very much!",بله، برلین را خیلی دوست دارم!,A1
24,W-Questions,سوالات با کلمه پرسشی,"Wer, was, wo, wann, warum, wie",چه کسی، چه، کجا، کی، چرا، چگونه,A1,1,received,Wer ist das auf dem Foto?,Who is that in the photo?,آن کیست در عکس؟,A1
24,W-Questions,سوالات با کلمه پرسشی,"Wer, was, wo, wann, warum, wie",چه کسی، چه، کجا، کی، چرا، چگونه,A1,2,sent,Das ist mein Freund Hassan.,That is my friend Hassan.,این دوستم حسن است.,A1
24,W-Questions,سوالات با کلمه پرسشی,"Wer, was, wo, wann, warum, wie",چه کسی، چه، کجا، کی، چرا، چگونه,A1,3,received,Was studiert er?,What does he study?,چه رشته‌ای می‌خواند؟,A1
24,W-Questions,سوالات با کلمه پرسشی,"Wer, was, wo, wann, warum, wie",چه کسی، چه، کجا، کی، چرا، چگونه,A1,4,sent,Er studiert Medizin in Hamburg.,He studies medicine in Hamburg.,او در هامبورگ پزشکی می‌خواند.,A1
24,W-Questions,سوالات با کلمه پرسشی,"Wer, was, wo, wann, warum, wie",چه کسی، چه، کجا، کی، چرا، چگونه,A1,5,received,Wo wohnt er genau?,Where exactly does he live?,دقیقا کجا زندگی می‌کند؟,A1
24,W-Questions,سوالات با کلمه پرسشی,"Wer, was, wo, wann, warum, wie",چه کسی، چه، کجا، کی، چرا، چگونه,A1,6,sent,"Er wohnt im Stadtzentrum, in der Nähe vom Hafen.","He lives in the city center, near the harbor.",در مرکز شهر، نزدیک بندر زندگی می‌کند.,A1
24,W-Questions,سوالات با کلمه پرسشی,"Wer, was, wo, wann, warum, wie",چه کسی، چه، کجا، کی، چرا، چگونه,A1,7,received,Wann habt ihr euch kennengelernt?,When did you meet each other?,کی با هم آشنا شدید؟,A1
24,W-Questions,سوالات با کلمه پرسشی,"Wer, was, wo, wann, warum, wie",چه کسی، چه، کجا، کی، چرا، چگونه,A1,8,sent,Wir haben uns vor drei Jahren kennengelernt.,We met three years ago.,سه سال پیش با هم آشنا شدیم.,A2
24,W-Questions,سوالات با کلمه پرسشی,"Wer, was, wo, wann, warum, wie",چه کسی، چه، کجا، کی، چرا، چگونه,A1,9,received,Warum lernst du Deutsch?,Why are you learning German?,چرا آلمانی یاد می‌گیری؟,A1
24,W-Questions,سوالات با کلمه پرسشی,"Wer, was, wo, wann, warum, wie",چه کسی، چه، کجا، کی، چرا، چگونه,A1,10,sent,Weil ich in Deutschland arbeiten möchte.,Because I want to work in Germany.,چون می‌خواهم در آلمان کار کنم.,A1
24,W-Questions,سوالات با کلمه پرسشی,"Wer, was, wo, wann, warum, wie",چه کسی، چه، کجا، کی، چرا، چگونه,A1,11,received,Wie lange lernst du schon Deutsch?,How long have you been learning German?,چه مدت است که آلمانی یاد می‌گیری؟,A1
24,W-Questions,سوالات با کلمه پرسشی,"Wer, was, wo, wann, warum, wie",چه کسی، چه، کجا، کی، چرا، چگونه,A1,12,sent,Ich lerne seit sechs Monaten Deutsch.,I have been learning German for six months.,شش ماه است که آلمانی یاد می‌گیرم.,A1
25,Personal Pronouns & Cases,ضمایر شخصی و حالت‌ها,Nominative and Accusative pronouns,ضمایر فاعلی و مفعولی,A2,1,received,Siehst du den Mann dort? Kennst du ihn?,Do you see the man there? Do you know him?,آن مرد را آنجا می‌بینی؟ او را می‌شناسی؟,A2
25,Personal Pronouns & Cases,ضمایر شخصی و حالت‌ها,Nominative and Accusative pronouns,ضمایر فاعلی و مفعولی,A2,2,sent,"Ja, ich kenne ihn. Er ist mein Nachbar.","Yes, I know him. He is my neighbor.",بله، او را می‌شناسم. همسایه‌ام است.,A2
25,Personal Pronouns & Cases,ضمایر شخصی و حالت‌ها,Nominative and Accusative pronouns,ضمایر فاعلی و مفعولی,A2,3,received,Kann ich dich morgen anrufen?,Can I call you tomorrow?,فردا می‌توانم بهت زنگ بزنم؟,A2
25,Personal Pronouns & Cases,ضمایر شخصی و حالت‌ها,Nominative and Accusative pronouns,ضمایر فاعلی و مفعولی,A2,4,sent,"Ja, du kannst mich am Nachmittag anrufen.","Yes, you can call me in the afternoon.",بله، بعدازظهر می‌توانی بهم زنگ بزنی.,A2
25,Personal Pronouns & Cases,ضمایر شخصی و حالت‌ها,Nominative and Accusative pronouns,ضمایر فاعلی و مفعولی,A2,5,received,Liebst du sie?,Do you love her?,او را دوست داری؟,A2
25,Personal Pronouns & Cases,ضمایر شخصی و حالت‌ها,Nominative and Accusative pronouns,ضمایر فاعلی و مفعولی,A2,6,sent,"Ja, ich liebe sie sehr. Wir sind seit zwei Jahren zusammen.","Yes, I love her very much. We have been together for two years.",بله، خیلی دوستش دارم. دو سال است که با هم هستیم.,A2
25,Personal Pronouns & Cases,ضمایر شخصی و حالت‌ها,Nominative and Accusative pronouns,ضمایر فاعلی و مفعولی,A2,7,received,Der Lehrer hat uns eine Aufgabe gegeben.,The teacher gave us an assignment.,معلم به ما تکلیف داد.,A2
25,Personal Pronouns & Cases,ضمایر شخصی و حالت‌ها,Nominative and Accusative pronouns,ضمایر فاعلی و مفعولی,A2,8,sent,"Ja, er hat uns viele Hausaufgaben gegeben.","Yes, he gave us a lot of homework.",بله، تکلیف زیادی به ما داد.,A2
25,Personal Pronouns & Cases,ضمایر شخصی و حالت‌ها,Nominative and Accusative pronouns,ضمایر فاعلی و مفعولی,A2,9,received,Ich suche meine Brille. Hast du sie gesehen?,I am looking for my glasses. Have you seen them?,دنبال عینکم می‌گردم. آن‌ها را دیده‌ای؟,A2
25,Personal Pronouns & Cases,ضمایر شخصی و حالت‌ها,Nominative and Accusative pronouns,ضمایر فاعلی و مفعولی,A2,10,sent,"Ja, ich habe sie auf dem Tisch gesehen.","Yes, I saw them on the table.",بله، آن‌ها را روی میز دیدم.,A2
25,Personal Pronouns & Cases,ضمایر شخصی و حالت‌ها,Nominative and Accusative pronouns,ضمایر فاعلی و مفعولی,A2,11,received,Rufst du mich an oder soll ich dich anrufen?,Will you call me or should I call you?,تو بهم زنگ می‌زنی یا من بهت زنگ بزنم؟,A2
25,Personal Pronouns & Cases,ضمایر شخصی و حالت‌ها,Nominative and Accusative pronouns,ضمایر فاعلی و مفعولی,A2,12,sent,Ich rufe dich heute Abend an.,I will call you this evening.,امشب بهت زنگ می‌زنم.,A2
26,Perfect Tense Part 1,زمان گذشته بخش ۱,Perfekt with haben (regular verbs),ماضی نقلی با haben (افعال باقاعده),A2,1,received,Was hast du gestern gemacht?,What did you do yesterday?,دیروز چه کار کردی؟,A2
26,Perfect Tense Part 1,زمان گذشته بخش ۱,Perfekt with haben (regular verbs),ماضی نقلی با haben (افعال باقاعده),A2,2,sent,Ich habe gestern viel gelernt und dann gekocht.,I studied a lot yesterday and then cooked.,دیروز زیاد درس خواندم و بعد آشپزی کردم.,A2
26,Perfect Tense Part 1,زمان گذشته بخش ۱,Perfekt with haben (regular verbs),ماضی نقلی با haben (افعال باقاعده),A2,3,received,Hast du den Film gesehen?,Did you watch the movie?,فیلم را دیدی؟,A2
26,Perfect Tense Part 1,زمان گذشته بخش ۱,Perfekt with haben (regular verbs),ماضی نقلی با haben (افعال باقاعده),A2,4,sent,"Ja, ich habe den Film am Wochenende gesehen.","Yes, I watched the movie on the weekend.",بله، آخر هفته فیلم را دیدم.,A2
26,Perfect Tense Part 1,زمان گذشته بخش ۱,Perfekt with haben (regular verbs),ماضی نقلی با haben (افعال باقاعده),A2,5,received,Hat Maria auch angerufen?,Did Maria also call?,ماریا هم زنگ زد؟,A2
26,Perfect Tense Part 1,زمان گذشته بخش ۱,Perfekt with haben (regular verbs),ماضی نقلی با haben (افعال باقاعده),A2,6,sent,"Ja, sie hat gestern Abend angerufen.","Yes, she called yesterday evening.",بله، دیشب زنگ زد.,A2
26,Perfect Tense Part 1,زمان گذشته بخش ۱,Perfekt with haben (regular verbs),ماضی نقلی با haben (افعال باقاعده),A2,7,received,Habt ihr die Hausaufgaben gemacht?,Did you do the homework?,تکالیف را انجام دادید؟,A2
26,Perfect Tense Part 1,زمان گذشته بخش ۱,Perfekt with haben (regular verbs),ماضی نقلی با haben (افعال باقاعده),A2,8,sent,"Ja, wir haben alle Aufgaben gemacht.","Yes, we did all the assignments.",بله، همه تکالیف را انجام دادیم.,A2
26,Perfect Tense Part 1,زمان گذشته بخش ۱,Perfekt with haben (regular verbs),ماضی نقلی با haben (افعال باقاعده),A2,9,received,Wie lange hat die Reise gedauert?,How long did the trip last?,سفر چقدر طول کشید؟,A2
26,Perfect Tense Part 1,زمان گذشته بخش ۱,Perfekt with haben (regular verbs),ماضی نقلی با haben (افعال باقاعده),A2,10,sent,Die Reise hat drei Stunden gedauert.,The trip lasted three hours.,سفر سه ساعت طول کشید.,A2
26,Perfect Tense Part 1,زمان گذشته بخش ۱,Perfekt with haben (regular verbs),ماضی نقلی با haben (افعال باقاعده),A2,11,received,Hast du schon gefrühstückt?,Have you already had breakfast?,صبحانه خورده‌ای؟,A2
26,Perfect Tense Part 1,زمان گذشته بخش ۱,Perfekt with haben (regular verbs),ماضی نقلی با haben (افعال باقاعده),A2,12,sent,"Nein, ich habe noch nicht gefrühstückt.","No, I have not had breakfast yet.",نه، هنوز صبحانه نخورده‌ام.,A2
27,Perfect Tense Part 2,زمان گذشته بخش ۲,Perfekt with sein (movement/state change),ماضی نقلی با sein (حرکت/تغییر حالت),A2,1,received,Wohin bist du gereist?,Where did you travel?,کجا سفر کردی؟,A2
27,Perfect Tense Part 2,زمان گذشته بخش ۲,Perfekt with sein (movement/state change),ماضی نقلی با sein (حرکت/تغییر حالت),A2,2,sent,Ich bin nach Berlin gefahren.,I went to Berlin.,به برلین رفتم.,A2
27,Perfect Tense Part 2,زمان گذشته بخش ۲,Perfekt with sein (movement/state change),ماضی نقلی با sein (حرکت/تغییر حالت),A2,3,received,Wie bist du dorthin gekommen?,How did you get there?,چطور رسیدی آنجا؟,A2
27,Perfect Tense Part 2,زمان گذشته بخش ۲,Perfekt with sein (movement/state change),ماضی نقلی با sein (حرکت/تغییر حالت),A2,4,sent,Ich bin mit dem Zug gefahren.,I went by train.,با قطار رفتم.,A2
27,Perfect Tense Part 2,زمان گذشته بخش ۲,Perfekt with sein (movement/state change),ماضی نقلی با sein (حرکت/تغییر حالت),A2,5,received,Wann bist du angekommen?,When did you arrive?,کی رسیدی؟,A2
27,Perfect Tense Part 2,زمان گذشته بخش ۲,Perfekt with sein (movement/state change),ماضی نقلی با sein (حرکت/تغییر حالت),A2,6,sent,Ich bin um drei Uhr angekommen.,I arrived at three o'clock.,ساعت سه رسیدم.,A2
27,Perfect Tense Part 2,زمان گذشته بخش ۲,Perfekt with sein (movement/state change),ماضی نقلی با sein (حرکت/تغییر حالت),A2,7,received,Bist du auch in das Museum gegangen?,Did you also go to the museum?,به موزه هم رفتی؟,A2
27,Perfect Tense Part 2,زمان گذشته بخش ۲,Perfekt with sein (movement/state change),ماضی نقلی با sein (حرکت/تغییر حالت),A2,8,sent,"Ja, ich bin ins Deutsche Museum gegangen.","Yes, I went to the German Museum.",بله، به موزه آلمان رفتم.,A2
27,Perfect Tense Part 2,زمان گذشته بخش ۲,Perfekt with sein (movement/state change),ماضی نقلی با sein (حرکت/تغییر حالت),A2,9,received,Was ist passiert?,What happened?,چه اتفاقی افتاد؟,A2
27,Perfect Tense Part 2,زمان گذشته بخش ۲,Perfekt with sein (movement/state change),ماضی نقلی با sein (حرکت/تغییر حالت),A2,10,sent,Ich bin auf der Straße gefallen.,I fell on the street.,توی خیابان افتادم.,A2
27,Perfect Tense Part 2,زمان گذشته بخش ۲,Perfekt with sein (movement/state change),ماضی نقلی با sein (حرکت/تغییر حالت),A2,11,received,Bist du allein geblieben oder mit Freunden?,Did you stay alone or with friends?,تنها ماندی یا با دوستان؟,A2
27,Perfect Tense Part 2,زمان گذشته بخش ۲,Perfekt with sein (movement/state change),ماضی نقلی با sein (حرکت/تغییر حالت),A2,12,sent,Ich bin bei meinem Freund geblieben.,I stayed at my friend's place.,پیش دوستم ماندم.,A2
28,Separable Verbs,افعال جداشدنی,"aufstehen, einkaufen, anfangen, mitkommen",بلند شدن، خرید کردن، شروع کردن، همراهی کردن,A2,1,received,Wann stehst du normalerweise auf?,When do you normally get up?,معمولا کی بیدار می‌شوی؟,A2
28,Separable Verbs,افعال جداشدنی,"aufstehen, einkaufen, anfangen, mitkommen",بلند شدن، خرید کردن، شروع کردن، همراهی کردن,A2,2,sent,Ich stehe unter der Woche um sechs Uhr auf.,I get up at six during the week.,روزهای هفته ساعت شش بیدار می‌شوم.,A2
28,Separable Verbs,افعال جداشدنی,"aufstehen, einkaufen, anfangen, mitkommen",بلند شدن، خرید کردن، شروع کردن، همراهی کردن,A2,3,received,Kaufst du heute ein?,Are you shopping today?,امروز خرید می‌کنی؟,A2
28,Separable Verbs,افعال جداشدنی,"aufstehen, einkaufen, anfangen, mitkommen",بلند شدن، خرید کردن، شروع کردن، همراهی کردن,A2,4,sent,"Ja, ich kaufe nach der Arbeit im Supermarkt ein.","Yes, I am shopping at the supermarket after work.",بله، بعد از کار در سوپرمارکت خرید می‌کنم.,A2
28,Separable Verbs,افعال جداشدنی,"aufstehen, einkaufen, anfangen, mitkommen",بلند شدن، خرید کردن، شروع کردن، همراهی کردن,A2,5,received,Wann fängt der Kurs an?,When does the course start?,کلاس کی شروع می‌شود؟,A2
28,Separable Verbs,افعال جداشدنی,"aufstehen, einkaufen, anfangen, mitkommen",بلند شدن، خرید کردن، شروع کردن، همراهی کردن,A2,6,sent,Der Kurs fängt um neun Uhr an.,The course starts at nine o'clock.,کلاس ساعت نه شروع می‌شود.,A2
28,Separable Verbs,افعال جداشدنی,"aufstehen, einkaufen, anfangen, mitkommen",بلند شدن، خرید کردن، شروع کردن، همراهی کردن,A2,7,received,Kommst du heute Abend mit?,Are you coming along this evening?,امشب می‌آیی؟,A2
28,Separable Verbs,افعال جداشدنی,"aufstehen, einkaufen, anfangen, mitkommen",بلند شدن، خرید کردن، شروع کردن، همراهی کردن,A2,8,sent,"Ja, ich komme gern mit. Wann treffen wir uns?","Yes, I would love to come. When do we meet?",بله، با کمال میل. کی قرار می‌گذاریم؟,A2
28,Separable Verbs,افعال جداشدنی,"aufstehen, einkaufen, anfangen, mitkommen",بلند شدن، خرید کردن، شروع کردن، همراهی کردن,A2,9,received,Rufst du mich später an?,Will you call me later?,بعدا بهم زنگ می‌زنی؟,A2
28,Separable Verbs,افعال جداشدنی,"aufstehen, einkaufen, anfangen, mitkommen",بلند شدن، خرید کردن، شروع کردن، همراهی کردن,A2,10,sent,"Ja, ich rufe dich um fünf Uhr an.","Yes, I will call you at five o'clock.",بله، ساعت پنج بهت زنگ می‌زنم.,A2
28,Separable Verbs,افعال جداشدنی,"aufstehen, einkaufen, anfangen, mitkommen",بلند شدن، خرید کردن، شروع کردن، همراهی کردن,A2,11,received,Wann gibst du das Buch zurück?,When will you return the book?,کی کتاب را پس می‌دهی؟,A2
28,Separable Verbs,افعال جداشدنی,"aufstehen, einkaufen, anfangen, mitkommen",بلند شدن، خرید کردن، شروع کردن، همراهی کردن,A2,12,sent,Ich gebe es nächste Woche zurück.,I will return it next week.,هفته آینده پسش می‌دهم.,A2
29,Modal Verbs Part 1,افعال کمکی بخش ۱,"können, müssen, wollen",توانستن، باید، خواستن,A2,1,received,Kannst du Auto fahren?,Can you drive a car?,می‌توانی رانندگی کنی؟,A2
29,Modal Verbs Part 1,افعال کمکی بخش ۱,"können, müssen, wollen",توانستن، باید، خواستن,A2,2,sent,"Ja, ich kann Auto fahren, aber ich habe kein Auto.","Yes, I can drive, but I don't have a car.",بله، رانندگی بلدم ولی ماشین ندارم.,A2
29,Modal Verbs Part 1,افعال کمکی بخش ۱,"können, müssen, wollen",توانستن، باید، خواستن,A2,3,received,Musst du heute arbeiten?,Do you have to work today?,امروز باید کار کنی؟,A2
29,Modal Verbs Part 1,افعال کمکی بخش ۱,"können, müssen, wollen",توانستن، باید، خواستن,A2,4,sent,"Ja, ich muss bis sechs Uhr arbeiten.","Yes, I have to work until six o'clock.",بله، باید تا ساعت شش کار کنم.,A2
29,Modal Verbs Part 1,افعال کمکی بخش ۱,"können, müssen, wollen",توانستن، باید، خواستن,A2,5,received,Was willst du am Wochenende machen?,What do you want to do on the weekend?,آخر هفته چه کار می‌خواهی بکنی؟,A2
29,Modal Verbs Part 1,افعال کمکی بخش ۱,"können, müssen, wollen",توانستن، باید، خواستن,A2,6,sent,Ich will ins Kino gehen und dann essen gehen.,I want to go to the cinema and then go eat.,می‌خواهم سینما بروم و بعد غذا بخورم.,A2
29,Modal Verbs Part 1,افعال کمکی بخش ۱,"können, müssen, wollen",توانستن، باید، خواستن,A2,7,received,Können Sie mir helfen?,Can you help me?,می‌توانید کمکم کنید؟,A2
29,Modal Verbs Part 1,افعال کمکی بخش ۱,"können, müssen, wollen",توانستن، باید، خواستن,A2,8,sent,Natürlich kann ich Ihnen helfen. Was brauchen Sie?,Of course I can help you. What do you need?,البته می‌توانم کمکتان کنم. چه چیزی لازم دارید؟,A2
29,Modal Verbs Part 1,افعال کمکی بخش ۱,"können, müssen, wollen",توانستن، باید، خواستن,A2,9,received,Müssen wir die Hausaufgaben heute abgeben?,Do we have to hand in the homework today?,امروز باید تکالیف را تحویل بدهیم؟,A2
29,Modal Verbs Part 1,افعال کمکی بخش ۱,"können, müssen, wollen",توانستن، باید، خواستن,A2,10,sent,"Ja, wir müssen sie bis morgen abgeben.","Yes, we have to hand them in by tomorrow.",بله، باید تا فردا تحویل بدهیم.,A2
29,Modal Verbs Part 1,افعال کمکی بخش ۱,"können, müssen, wollen",توانستن، باید، خواستن,A2,11,received,Er will nicht mitkommen.,He doesn't want to come along.,او نمی‌خواهد بیاید.,A2
29,Modal Verbs Part 1,افعال کمکی بخش ۱,"können, müssen, wollen",توانستن، باید، خواستن,A2,12,sent,Schade! Dann gehen wir ohne ihn.,Too bad! Then we will go without him.,حیف! پس بدون او می‌رویم.,A2
30,Modal Verbs Part 2,افعال کمکی بخش ۲,"dürfen, sollen, mögen",اجازه داشتن، بایستن، دوست داشتن,A2,1,received,Darf ich hier rauchen?,May I smoke here?,اینجا اجازه سیگار کشیدن دارم؟,A2
30,Modal Verbs Part 2,افعال کمکی بخش ۲,"dürfen, sollen, mögen",اجازه داشتن، بایستن، دوست داشتن,A2,2,sent,"Nein, hier dürfen Sie nicht rauchen.","No, you may not smoke here.",نه، اینجا اجازه سیگار کشیدن ندارید.,A2
30,Modal Verbs Part 2,افعال کمکی بخش ۲,"dürfen, sollen, mögen",اجازه داشتن، بایستن، دوست داشتن,A2,3,received,Was soll ich meinem Bruder zum Geburtstag schenken?,What should I give my brother for his birthday?,برای تولد برادرم چه هدیه‌ای بدهم؟,A2
30,Modal Verbs Part 2,افعال کمکی بخش ۲,"dürfen, sollen, mögen",اجازه داشتن، بایستن، دوست داشتن,A2,4,sent,Du sollst ihm ein Buch schenken. Er liest gern.,You should give him a book. He likes reading.,باید بهش کتاب هدیه بدهی. او کتاب خواندن را دوست دارد.,A2
30,Modal Verbs Part 2,افعال کمکی بخش ۲,"dürfen, sollen, mögen",اجازه داشتن، بایستن، دوست داشتن,A2,5,received,Magst du Schokolade?,Do you like chocolate?,شکلات دوست داری؟,A2
30,Modal Verbs Part 2,افعال کمکی بخش ۲,"dürfen, sollen, mögen",اجازه داشتن، بایستن، دوست داشتن,A2,6,sent,"Ja, ich mag Schokolade sehr, aber ich soll weniger essen.","Yes, I like chocolate a lot, but I should eat less.",بله، شکلات خیلی دوست دارم ولی باید کمتر بخورم.,A2
30,Modal Verbs Part 2,افعال کمکی بخش ۲,"dürfen, sollen, mögen",اجازه داشتن، بایستن، دوست داشتن,A2,7,received,Dürfen die Kinder im Park spielen?,Are the children allowed to play in the park?,بچه‌ها اجازه دارند در پارک بازی کنند؟,A2
30,Modal Verbs Part 2,افعال کمکی بخش ۲,"dürfen, sollen, mögen",اجازه داشتن، بایستن، دوست داشتن,A2,8,sent,"Ja, die Kinder dürfen bis acht Uhr draußen spielen.","Yes, the children may play outside until eight.",بله، بچه‌ها تا ساعت هشت اجازه دارند بیرون بازی کنند.,A2
30,Modal Verbs Part 2,افعال کمکی بخش ۲,"dürfen, sollen, mögen",اجازه داشتن، بایستن، دوست داشتن,A2,9,received,Soll ich das Fenster aufmachen?,Should I open the window?,پنجره را باز کنم؟,A2
30,Modal Verbs Part 2,افعال کمکی بخش ۲,"dürfen, sollen, mögen",اجازه داشتن، بایستن، دوست داشتن,A2,10,sent,"Ja bitte, es ist sehr warm hier drin.","Yes please, it is very warm in here.",بله لطفا، اینجا خیلی گرم است.,A2
30,Modal Verbs Part 2,افعال کمکی بخش ۲,"dürfen, sollen, mögen",اجازه داشتن، بایستن، دوست داشتن,A2,11,received,Mögen Sie italienisches Essen?,Do you like Italian food?,غذای ایتالیایی دوست دارید؟,A2
30,Modal Verbs Part 2,افعال کمکی بخش ۲,"dürfen, sollen, mögen",اجازه داشتن، بایستن، دوست داشتن,A2,12,sent,"Ja, ich mag Pizza und Pasta sehr gern.","Yes, I really like pizza and pasta.",بله، پیتزا و پاستا خیلی دوست دارم.,A2
31,The Dative Case,حالت مفعولی غیرمستقیم,"Dative articles: dem, der, den","حروف تعریف مفعول غیرمستقیم: dem, der, den",A2,1,received,Wem gehört dieses Buch?,Who does this book belong to?,این کتاب مال کیست؟,A2
31,The Dative Case,حالت مفعولی غیرمستقیم,"Dative articles: dem, der, den","حروف تعریف مفعول غیرمستقیم: dem, der, den",A2,2,sent,Das Buch gehört meinem Bruder.,The book belongs to my brother.,کتاب مال برادرم است.,A2
31,The Dative Case,حالت مفعولی غیرمستقیم,"Dative articles: dem, der, den","حروف تعریف مفعول غیرمستقیم: dem, der, den",A2,3,received,Wem gibst du das Geschenk?,Who are you giving the gift to?,هدیه را به چه کسی می‌دهی؟,A2
31,The Dative Case,حالت مفعولی غیرمستقیم,"Dative articles: dem, der, den","حروف تعریف مفعول غیرمستقیم: dem, der, den",A2,4,sent,Ich gebe das Geschenk meiner Mutter.,I am giving the gift to my mother.,هدیه را به مادرم می‌دهم.,A2
31,The Dative Case,حالت مفعولی غیرمستقیم,"Dative articles: dem, der, den","حروف تعریف مفعول غیرمستقیم: dem, der, den",A2,5,received,Können Sie mir den Weg erklären?,Can you explain the way to me?,می‌توانید مسیر را به من توضیح دهید؟,A2
31,The Dative Case,حالت مفعولی غیرمستقیم,"Dative articles: dem, der, den","حروف تعریف مفعول غیرمستقیم: dem, der, den",A2,6,sent,Natürlich! Ich zeige Ihnen den Weg auf der Karte.,Of course! I will show you the way on the map.,البته! مسیر را روی نقشه نشانتان می‌دهم.,A2
31,The Dative Case,حالت مفعولی غیرمستقیم,"Dative articles: dem, der, den","حروف تعریف مفعول غیرمستقیم: dem, der, den",A2,7,received,Er hat dem Kind einen Ball geschenkt.,He gave the child a ball as a gift.,او به بچه یک توپ هدیه داد.,A2
31,The Dative Case,حالت مفعولی غیرمستقیم,"Dative articles: dem, der, den","حروف تعریف مفعول غیرمستقیم: dem, der, den",A2,8,sent,Das Kind hat sich sehr gefreut.,The child was very happy.,بچه خیلی خوشحال شد.,A2
31,The Dative Case,حالت مفعولی غیرمستقیم,"Dative articles: dem, der, den","حروف تعریف مفعول غیرمستقیم: dem, der, den",A2,9,received,Was schreibst du deiner Freundin?,What are you writing to your girlfriend?,به دوست دخترت چه می‌نویسی؟,A2
31,The Dative Case,حالت مفعولی غیرمستقیم,"Dative articles: dem, der, den","حروف تعریف مفعول غیرمستقیم: dem, der, den",A2,10,sent,Ich schreibe ihr eine Nachricht.,I am writing her a message.,برایش یک پیام می‌نویسم.,A2
31,The Dative Case,حالت مفعولی غیرمستقیم,"Dative articles: dem, der, den","حروف تعریف مفعول غیرمستقیم: dem, der, den",A2,11,received,Schmeckt dir das Essen?,Does the food taste good to you?,غذا به مزاقت خوش است؟,A2
31,The Dative Case,حالت مفعولی غیرمستقیم,"Dative articles: dem, der, den","حروف تعریف مفعول غیرمستقیم: dem, der, den",A2,12,sent,"Ja, das Essen schmeckt mir sehr gut!","Yes, the food tastes very good to me!",بله، غذا خیلی خوشمزه است!,A2
32,Dative Prepositions,حروف اضافه با مفعول غیرمستقیم,"mit, bei, nach, von, zu, aus, seit",با، نزد، بعد از، از، به سوی، از، از زمان,A2,1,received,Mit wem gehst du ins Kino?,Who are you going to the cinema with?,با چه کسی سینما می‌روی؟,A2
32,Dative Prepositions,حروف اضافه با مفعول غیرمستقیم,"mit, bei, nach, von, zu, aus, seit",با، نزد، بعد از، از، به سوی، از، از زمان,A2,2,sent,Ich gehe mit meinem Freund ins Kino.,I am going to the cinema with my friend.,با دوستم سینما می‌روم.,A2
32,Dative Prepositions,حروف اضافه با مفعول غیرمستقیم,"mit, bei, nach, von, zu, aus, seit",با، نزد، بعد از، از، به سوی، از، از زمان,A2,3,received,Wohnst du bei deinen Eltern?,Do you live with your parents?,پیش پدر و مادرت زندگی می‌کنی؟,A2
32,Dative Prepositions,حروف اضافه با مفعول غیرمستقیم,"mit, bei, nach, von, zu, aus, seit",با، نزد، بعد از، از، به سوی، از، از زمان,A2,4,sent,"Nein, ich wohne seit einem Jahr allein.","No, I have been living alone for a year.",نه، یک سال است که تنها زندگی می‌کنم.,A2
32,Dative Prepositions,حروف اضافه با مفعول غیرمستقیم,"mit, bei, nach, von, zu, aus, seit",با، نزد، بعد از، از، به سوی، از، از زمان,A2,5,received,Woher kommst du gerade?,Where are you coming from right now?,الان از کجا می‌آیی؟,A2
32,Dative Prepositions,حروف اضافه با مفعول غیرمستقیم,"mit, bei, nach, von, zu, aus, seit",با، نزد، بعد از، از، به سوی، از، از زمان,A2,6,sent,Ich komme gerade von der Arbeit.,I am coming from work right now.,الان از سر کار می‌آیم.,A2
32,Dative Prepositions,حروف اضافه با مفعول غیرمستقیم,"mit, bei, nach, von, zu, aus, seit",با، نزد، بعد از، از، به سوی، از، از زمان,A2,7,received,Gehst du nach dem Unterricht nach Hause?,Are you going home after class?,بعد از کلاس می‌روی خانه؟,A2
32,Dative Prepositions,حروف اضافه با مفعول غیرمستقیم,"mit, bei, nach, von, zu, aus, seit",با، نزد، بعد از، از، به سوی، از، از زمان,A2,8,sent,"Nein, nach dem Unterricht gehe ich zum Arzt.","No, after class I am going to the doctor.",نه، بعد از کلاس می‌روم پیش دکتر.,A2
32,Dative Prepositions,حروف اضافه با مفعول غیرمستقیم,"mit, bei, nach, von, zu, aus, seit",با، نزد، بعد از، از، به سوی، از، از زمان,A2,9,received,Aus welchem Land kommt dein Nachbar?,What country is your neighbor from?,همسایه‌ات اهل چه کشوری است؟,A2
32,Dative Prepositions,حروف اضافه با مفعول غیرمستقیم,"mit, bei, nach, von, zu, aus, seit",با، نزد، بعد از، از، به سوی، از، از زمان,A2,10,sent,Er kommt aus der Türkei und wohnt seit drei Jahren hier.,He comes from Turkey and has lived here for three years.,اهل ترکیه است و سه سال است اینجا زندگی می‌کند.,A2
32,Dative Prepositions,حروف اضافه با مفعول غیرمستقیم,"mit, bei, nach, von, zu, aus, seit",با، نزد، بعد از، از، به سوی، از، از زمان,A2,11,received,Fährst du mit dem Bus oder mit dem Fahrrad?,Do you go by bus or by bike?,با اتوبوس می‌روی یا با دوچرخه؟,A2
